,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
1353,626,2,1,29,7,0.0,2,1,0,49361.84
4214,686,0,1,26,7,0.0,2,1,0,1540.89
7224,751,2,0,34,8,127095.14,2,0,0,479.54
3436,571,0,1,41,8,0.0,1,1,1,63736.17
1272,585,1,0,39,7,165610.41,2,0,0,131852.01
1320,687,0,0,47,7,0.0,2,1,1,177624.01
4478,549,0,1,31,4,0.0,2,0,1,25684.85
9444,581,1,1,41,2,127913.71,2,1,1,44205.95
5685,705,2,0,47,3,63488.7,1,0,1,28640.92
6707,607,1,0,39,8,105103.33,1,1,0,104721.5
3300,677,1,1,28,0,143988.0,2,1,0,8755.69
8476,701,0,1,51,9,0.0,2,0,0,61961.57
7471,658,1,0,55,8,119327.93,1,0,1,119439.66
5911,752,0,1,33,4,0.0,2,1,1,39570.78
2554,756,2,1,30,2,145127.85,1,0,0,7554.68
338,805,2,0,39,5,165272.13,1,1,0,14109.85
6877,614,2,0,37,9,0.0,2,1,1,62023.1
845,505,0,1,49,7,80001.23,1,0,0,135180.11
6013,548,2,1,37,4,0.0,1,1,0,121763.68
1926,693,0,1,31,1,0.0,2,0,1,182270.88
9102,445,1,0,61,2,137655.31,1,0,1,29909.84
2488,645,2,0,21,1,0.0,2,0,0,28726.07
8470,662,0,1,26,0,0.0,2,0,1,72929.96
4606,797,0,0,55,10,0.0,4,1,1,49418.87
1162,615,0,0,30,9,0.0,1,1,0,87347.82
813,421,1,1,28,8,122384.22,3,1,1,89017.38
7171,637,1,1,30,6,122641.56,2,1,0,65618.01
3717,646,1,1,39,0,154439.86,1,1,0,171519.06
6994,557,0,0,24,4,0.0,1,0,0,20515.72
5501,631,0,0,31,8,137687.72,1,1,0,190067.12
1663,700,1,0,40,4,148571.07,1,1,0,189826.96
915,596,0,1,47,6,0.0,1,1,0,74835.65
9950,625,1,0,39,10,129845.26,1,1,1,96444.88
3292,496,0,0,41,1,176024.05,2,1,0,182337.98
2474,739,0,0,37,8,0.0,2,1,0,191557.1
3263,447,0,1,43,2,0.0,2,1,0,33879.26
3016,797,0,1,32,10,114084.6,1,0,1,125782.29
2138,718,2,1,45,3,105266.32,2,1,1,193724.51
4623,709,0,0,24,3,110949.41,1,1,1,168515.61
9089,608,0,0,34,4,88772.87,1,1,1,168822.01
2142,690,0,1,35,6,112689.95,1,1,0,176962.31
5139,700,2,1,47,4,0.0,1,1,0,121798.52
1607,711,0,1,64,4,0.0,2,1,1,3185.67
8097,626,0,0,52,0,0.0,2,1,0,32159.46
4999,584,2,0,38,3,0.0,2,1,1,4525.4
8595,758,1,0,23,5,122739.1,1,1,0,102460.84
6107,703,1,1,35,5,140691.08,2,1,0,167810.26
628,649,0,1,47,1,0.0,2,1,1,145593.85
7484,772,0,0,35,9,0.0,1,0,1,25448.31
4546,662,0,0,37,5,0.0,2,1,0,151871.84
3518,600,0,0,39,5,0.0,2,0,0,118272.07
576,439,2,0,32,3,138901.61,1,1,0,75685.97
6494,699,0,1,28,7,0.0,2,1,1,22684.78
5666,636,2,1,60,7,124447.73,1,1,1,141364.62
3842,711,0,1,28,8,0.0,2,1,1,64286.39
8891,534,2,1,34,5,170600.78,1,0,1,5240.53
5310,622,1,1,42,9,115766.26,1,0,0,72155.85
3329,850,0,0,43,3,0.0,2,0,0,2465.8
3638,555,2,1,27,5,0.0,2,0,0,96398.51
8438,707,1,0,48,7,105086.74,1,1,1,180344.69
6241,775,1,0,33,1,118897.1,2,1,1,26362.4
7155,515,1,1,45,7,120961.5,3,1,1,39288.11
4413,615,1,1,39,5,113193.51,2,1,1,52166.25
5018,556,0,0,51,8,61354.14,1,1,0,198810.65
7321,584,0,1,36,9,0.0,1,1,1,105818.51
7920,714,0,1,34,5,141173.03,1,0,1,98896.06
8164,681,2,1,38,2,99811.44,2,1,0,23531.5
1036,521,0,1,30,2,107316.09,1,1,0,64299.82
9759,627,0,0,27,2,0.0,2,1,0,125451.01
8366,637,0,1,41,2,0.0,2,0,1,102515.42
3068,653,0,0,31,7,102575.04,1,1,1,11043.54
2416,850,0,1,46,9,117640.39,1,1,0,88920.68
6848,579,0,0,33,1,65667.79,2,0,0,164608.98
3031,678,0,0,22,4,174852.89,1,1,1,28149.06
1924,667,0,1,44,8,122277.87,1,1,1,91810.71
1108,679,1,1,38,7,110555.37,2,1,0,46522.68
315,474,2,1,37,3,0.0,2,0,0,57175.32
5523,717,0,1,35,4,0.0,1,1,1,167573.06
1669,567,0,0,37,7,0.0,2,1,1,28690.9
2335,724,1,0,48,6,110463.25,2,1,1,80552.11
377,572,2,1,35,4,152390.26,1,1,0,128123.66
1510,535,0,1,33,2,133040.32,1,1,1,110299.78
3896,741,0,0,21,9,0.0,2,0,1,139259.54
5702,585,0,1,36,7,0.0,2,1,0,94283.09
586,621,2,1,53,9,170491.84,1,1,0,35588.07
7138,430,1,0,66,6,135392.31,2,1,1,172852.06
4584,595,0,0,39,9,136422.41,1,1,1,151757.81
800,605,0,1,52,7,0.0,2,1,1,173952.5
3841,653,0,0,60,2,120731.39,4,1,1,138160.11
3433,587,1,0,37,6,104414.03,1,1,0,192026.02
679,684,2,0,38,3,0.0,2,1,0,44255.65
8200,767,2,1,47,5,0.0,1,1,0,121964.46
9952,724,1,1,37,6,125489.4,1,1,0,118570.53
6887,850,0,1,19,8,0.0,1,1,1,68569.89
3262,511,1,1,48,6,149726.08,1,0,0,88307.87
4500,771,1,1,32,9,77487.2,1,0,0,33143.04
7270,697,1,1,51,1,147910.3,1,1,1,53581.14
9402,810,1,1,69,3,27288.43,1,1,1,110509.9
21,636,2,0,32,8,0.0,2,1,0,138555.46
4262,515,0,1,41,8,0.0,2,1,1,185054.14
7134,522,0,1,41,5,144147.68,1,1,1,14789.9
2712,565,1,0,32,9,68067.24,1,1,0,143287.58
8471,525,0,1,51,10,0.0,3,1,0,171045.35
1409,444,0,0,40,5,84350.07,1,1,0,143835.76
8023,664,0,1,36,1,0.0,2,1,1,95372.64
3224,645,1,0,41,2,138881.04,1,1,0,129936.53
153,539,0,1,37,2,127609.59,1,1,0,98646.22
6666,588,2,1,32,3,109109.33,1,0,1,4993.94
7444,742,0,0,29,4,0.0,2,1,1,180066.59
5383,579,0,1,28,4,0.0,2,1,1,176925.69
4421,630,2,0,31,1,0.0,2,1,1,169802.73
9049,629,0,0,33,6,0.0,2,1,1,59129.72
5777,608,2,1,66,8,123935.35,1,1,1,65758.19
5876,704,0,1,39,2,111525.02,1,1,0,199484.96
9866,667,0,1,24,4,0.0,2,0,0,180329.83
854,675,0,0,57,8,0.0,2,0,1,95463.29
3617,792,1,0,29,4,107601.79,1,1,0,18922.18
9505,651,0,1,28,10,79562.98,1,1,1,74687.37
7843,586,1,0,36,5,103700.69,1,1,0,194072.56
3714,823,0,1,34,3,105057.33,1,1,0,9217.92
7912,642,0,1,35,2,133161.95,1,0,1,122254.86
5776,593,1,0,39,8,151391.68,1,1,0,27274.6
9557,655,1,1,67,6,148363.38,1,1,1,186995.17
4402,710,1,0,46,10,120530.34,1,1,0,166586.99
1751,541,0,1,29,7,127504.57,1,0,0,86173.92
2178,774,2,0,43,1,116360.07,1,1,0,17004.14
5141,774,2,1,32,9,0.0,2,1,0,10604.48
7684,615,2,1,41,1,126773.43,1,1,1,55551.26
4792,756,2,1,19,4,130274.22,1,1,1,133535.29
3445,660,1,1,28,1,118402.25,2,1,0,14288.93
7927,637,1,1,30,1,122185.53,1,1,0,102566.46
6977,587,2,1,42,5,120233.83,1,1,0,194890.33
4387,732,2,0,67,1,0.0,2,1,1,177783.04
2063,588,1,0,35,1,103060.63,1,1,0,179866.01
9408,640,0,1,55,10,132436.34,1,1,0,978.66
485,730,0,0,35,0,155470.55,1,1,1,53718.28
9382,645,0,0,38,7,59568.57,1,1,1,167723.25
9057,704,0,0,33,0,130499.09,2,1,1,74804.36
2439,566,0,0,42,6,0.0,1,1,0,180702.12
9721,560,0,0,38,5,83714.41,1,1,1,33245.97
62,555,2,1,33,1,56084.69,2,0,0,178798.13
8777,603,2,1,24,1,165149.13,2,1,0,21858.28
7304,679,1,1,58,8,125850.53,2,1,1,87008.17
5078,743,2,1,35,6,79388.33,1,1,1,193360.69
6316,725,0,1,37,6,124348.38,2,0,1,176984.34
2071,686,2,0,36,5,0.0,2,1,1,152979.14
633,540,1,1,44,3,164113.04,2,1,1,12120.79
986,566,0,1,36,1,142120.91,1,1,0,79616.37
1554,628,0,1,34,4,158741.43,2,1,1,126192.54
3495,591,1,1,46,4,129269.27,1,1,0,163504.33
4065,697,2,1,30,1,0.0,2,0,0,735.79
9495,680,0,1,33,10,183768.47,1,1,0,164119.35
1968,488,2,0,39,9,140553.46,1,0,0,12440.44
1299,618,1,1,42,8,153572.31,2,1,1,76679.6
1621,689,2,1,38,5,75075.14,1,1,1,8651.92
9270,499,0,0,21,3,176511.08,1,1,1,153920.22
5516,592,0,1,37,3,96651.03,1,1,1,3232.82
7932,850,0,1,40,8,102800.65,1,1,0,60811.56
909,806,2,1,25,7,0.0,2,1,0,18461.9
28,574,1,0,43,3,141349.43,1,1,1,100187.43
1308,710,0,1,33,10,118327.17,2,1,1,192928.82
2508,677,0,1,46,2,57037.74,1,1,1,158531.01
7955,732,1,1,38,5,178787.54,1,1,1,195760.53
329,664,1,1,26,7,116244.14,2,1,1,95145.14
1112,690,0,0,42,3,92578.14,2,0,0,70810.6
731,769,0,0,25,10,0.0,2,0,0,187925.75
518,698,0,1,48,4,101238.24,2,0,1,177815.87
8047,734,1,1,33,5,121898.58,1,1,0,61829.89
1172,647,1,0,43,3,122717.53,2,1,1,87000.39
6554,520,0,1,31,4,93249.4,1,1,0,77335.75
1372,489,0,1,38,8,0.0,2,0,1,196990.79
7616,610,0,0,27,4,87262.4,2,1,0,182720.07
8820,652,1,1,36,9,150956.71,1,0,0,72350.17
9436,684,0,1,38,4,0.0,3,1,0,75609.84
7443,634,0,0,24,2,87413.19,1,1,0,63340.65
7212,711,0,0,25,5,190066.54,1,0,0,51345.39
9051,671,1,0,31,6,105864.6,2,1,0,145567.34
8414,600,1,0,29,6,74430.1,2,1,1,96051.1
29,411,0,1,29,0,59697.17,2,1,1,53483.21
9825,467,1,1,28,10,126315.26,1,1,0,32349.29
6912,544,0,1,48,10,78314.63,3,1,1,103713.93
793,743,1,0,34,1,131736.88,1,1,1,108543.21
3324,808,2,1,47,8,139196.0,1,0,1,74028.36
834,633,0,0,30,6,0.0,2,0,0,41642.29
6529,836,2,0,37,10,0.0,2,1,0,111324.41
9156,504,2,0,46,2,163764.84,1,1,1,165122.55
6016,850,1,1,38,7,101985.81,2,0,0,43801.27
2243,756,2,1,38,6,119208.85,1,1,0,169763.89
503,638,2,1,44,9,77637.35,2,1,1,111346.22
2167,787,0,1,33,1,126588.81,2,0,1,62163.53
7835,665,0,0,41,8,96147.55,1,1,0,137037.97
6433,415,2,1,53,5,167259.44,1,1,1,22357.25
3989,666,0,1,30,7,109805.3,1,0,1,163625.56
1578,715,0,1,28,7,160376.61,1,0,0,196853.11
4570,789,1,0,43,9,116644.29,2,1,1,60176.1
7346,789,0,1,27,6,0.0,2,1,0,103603.65
5429,682,0,0,48,7,0.0,2,1,0,65069.03
7307,850,0,1,28,8,67639.56,2,1,1,194245.29
1193,363,2,0,28,6,146098.43,3,1,0,100615.14
3659,534,0,0,42,9,144801.97,1,0,1,12483.39
1922,625,0,1,36,9,108546.16,3,1,0,133807.77
7670,576,0,0,29,5,108541.04,1,1,1,126469.09
6837,664,0,1,40,9,0.0,2,1,0,194767.3
8854,674,2,0,39,6,0.0,2,1,1,9574.83
2122,765,2,0,32,9,178095.55,1,0,0,47247.56
594,779,2,0,26,4,174318.13,2,0,1,38296.21
3983,626,0,0,44,2,0.0,1,0,1,173117.22
2034,709,1,1,34,4,148375.19,2,1,1,21521.38
2681,673,1,1,36,5,73088.06,2,0,0,196142.26
7087,675,2,0,35,8,155621.08,1,0,1,35177.31
6092,601,1,1,43,3,141859.12,2,1,1,111249.62
1915,503,2,1,25,7,0.0,1,0,1,192841.13
224,671,1,1,45,6,99564.22,1,1,1,108872.45
2633,576,0,1,41,1,0.0,1,1,1,188274.6
6135,497,2,1,37,8,128650.11,2,1,1,163641.53
5286,684,2,0,41,1,134177.06,1,0,0,177506.66
8867,457,0,0,38,7,164496.99,1,1,1,163327.27
4567,554,2,0,27,4,0.0,2,1,1,135083.73
8227,850,0,0,30,3,0.0,2,1,0,116692.8
2537,573,0,0,33,0,90124.64,1,1,0,137476.71
3331,817,0,1,34,5,129278.43,1,0,0,165562.84
870,535,0,0,40,8,0.0,1,1,1,27689.77
1562,694,1,1,31,6,109052.59,2,1,1,19448.93
1655,669,0,0,47,9,61196.54,1,1,0,58170.24
9577,841,1,0,52,3,112383.03,1,1,0,85516.37
8598,678,2,0,49,1,0.0,2,1,1,102472.9
3827,794,1,1,57,3,117056.46,1,1,0,93336.93
5793,763,2,0,32,8,0.0,2,1,0,16725.53
8252,744,0,1,56,9,0.0,2,1,1,169498.61
6305,726,1,0,33,7,99046.31,2,1,1,56053.06
6979,539,0,0,40,7,81132.21,1,1,0,167289.82
2084,423,0,0,36,5,97665.61,1,1,0,118372.55
7438,528,0,0,32,4,85615.66,2,1,0,156192.43
8939,772,0,1,34,9,0.0,2,1,0,170980.86
6810,546,1,0,42,9,86351.85,2,1,0,57380.13
8736,636,0,1,44,2,0.0,2,0,0,86414.41
7132,707,2,1,48,8,88441.64,1,1,1,119903.2
2622,627,1,1,27,0,185267.45,2,1,1,77027.34
6783,603,0,1,31,4,0.0,2,0,1,9607.1
3665,733,0,1,42,9,150507.21,1,0,1,169964.12
8781,438,0,1,60,7,78391.17,1,0,1,49424.6
3687,668,0,0,32,2,0.0,2,1,1,40652.33
6193,689,1,0,28,2,64808.32,2,0,0,78591.15
4902,652,0,1,30,2,176166.56,2,1,1,152210.81
3721,731,0,0,41,9,152243.57,1,1,1,88783.59
2228,644,0,0,37,8,0.0,2,1,0,20968.88
9695,710,1,1,37,6,135795.63,1,0,1,46523.6
5443,701,2,1,28,1,103421.32,1,0,1,76304.73
9355,739,2,0,40,8,0.0,1,1,0,167030.51
1022,547,0,0,48,1,179380.74,2,0,1,69263.1
4815,775,1,0,77,6,135120.56,1,1,0,37836.64
9917,635,1,1,53,8,117005.55,1,0,1,123646.57
9094,595,1,0,32,0,92466.21,1,1,0,4721.3
7620,579,0,0,27,9,0.0,2,1,0,126838.7
7648,610,2,0,31,5,0.0,2,0,0,63736.36
9458,523,0,1,36,8,158351.02,2,1,0,155304.53
7380,589,1,0,41,7,92618.62,1,1,1,101178.85
206,608,2,0,41,3,89763.84,1,0,0,199304.74
1650,625,0,1,34,6,0.0,2,0,0,197283.2
6141,572,0,1,24,1,0.0,2,1,1,151460.84
7700,752,2,0,31,4,144637.86,2,1,0,40496.72
2897,528,1,0,29,9,170214.23,2,1,0,49284.0
492,639,0,0,38,4,81550.94,2,0,1,118974.77
5487,763,0,1,35,9,0.0,1,1,1,31372.91
3114,619,0,0,40,10,0.0,1,1,1,147093.84
8074,817,1,0,27,7,129810.6,1,1,1,59259.44
5755,717,0,1,50,9,90305.76,1,1,1,124626.57
6652,827,0,1,38,5,0.0,2,0,0,103305.01
3455,842,0,1,29,8,0.0,2,1,1,123437.05
4742,506,1,1,59,8,119152.1,2,1,1,170679.74
8041,698,2,0,50,1,0.0,4,1,0,88566.9
745,606,0,1,40,5,0.0,2,1,1,70899.27
2718,788,0,0,39,3,135139.33,1,0,1,113086.08
6641,611,2,0,33,7,0.0,2,1,1,3729.89
2985,840,0,1,30,8,136291.71,1,1,0,54113.38
1508,576,0,1,36,6,0.0,2,1,1,48314.0
4054,602,0,0,56,3,115895.22,3,1,0,4176.17
2467,617,0,0,27,4,0.0,2,0,0,190269.21
2443,560,0,1,57,0,0.0,2,0,1,116781.71
2004,684,1,1,29,8,127269.75,1,0,1,79495.01
8698,691,1,1,30,7,101231.77,2,0,0,156529.44
2547,682,2,0,59,0,122661.39,1,0,1,84803.76
3253,585,0,0,38,5,0.0,1,1,1,87363.56
6646,685,2,0,42,2,0.0,2,0,0,199992.48
6040,682,2,1,46,4,0.0,1,1,1,4654.28
5661,472,0,0,26,5,0.0,2,1,0,108411.66
2103,594,0,1,61,3,62391.22,1,1,1,192434.11
3582,686,0,1,35,4,0.0,1,1,0,8816.37
1076,702,2,1,39,8,0.0,2,1,0,99654.13
9910,624,0,1,55,7,118793.6,1,1,1,95022.02
7039,523,1,1,60,1,163894.35,1,0,1,57061.71
5607,641,1,1,41,7,104405.54,3,1,0,17384.21
7221,625,0,1,41,6,97663.16,2,1,0,57128.78
7436,646,1,0,57,6,90212.0,1,1,0,13911.27
294,681,0,1,38,3,0.0,2,1,1,112491.96
5114,678,0,1,60,8,185648.56,1,0,0,192156.54
7164,780,1,1,34,5,94108.54,2,1,0,177235.21
8654,586,1,1,42,6,126704.49,2,1,0,41682.3
3284,814,0,1,48,9,136596.85,1,1,1,185791.9
6390,574,2,0,37,7,0.0,2,1,0,32262.28
8540,484,1,1,40,7,106901.42,2,0,0,118045.98
2597,592,2,0,40,2,200322.45,1,1,1,113244.73
696,445,2,1,62,1,64119.38,1,1,1,76569.64
5758,681,1,0,44,4,91115.76,2,0,0,24208.84
4719,566,1,0,35,1,123042.0,1,1,0,66245.44
2096,600,0,0,38,9,0.0,2,1,1,58855.85
6623,581,0,1,28,3,104367.5,1,1,1,29937.75
7082,733,0,1,36,5,0.0,2,1,1,109127.54
4724,543,1,1,49,6,59532.18,1,1,0,104253.56
475,621,1,1,46,6,141078.37,1,0,0,34580.8
6295,535,2,0,50,1,140292.58,3,0,0,69531.22
90,647,2,0,44,5,0.0,3,1,1,174205.22
6488,550,0,1,44,9,0.0,2,1,0,26257.01
8398,767,1,0,45,7,132746.2,2,1,0,26628.88
2635,592,0,0,27,4,0.0,2,1,1,183569.25
8713,786,2,1,40,6,0.0,2,0,0,41248.8
301,616,2,0,36,6,132311.71,1,0,0,15462.84
4905,590,2,1,30,3,0.0,2,1,0,83090.35
8067,530,0,0,29,5,0.0,2,0,0,121451.21
5871,479,0,0,33,2,208165.53,1,0,0,50774.81
6023,786,0,0,33,0,83036.05,1,0,1,154990.58
9295,658,1,0,45,9,134562.8,1,1,1,159268.67
2909,594,1,1,38,6,63176.44,2,1,1,14466.08
9822,808,1,1,39,3,124216.93,1,0,1,171442.36
1491,504,1,0,43,7,102365.49,1,1,0,194690.77
8429,850,1,1,28,2,101100.22,2,1,1,35337.31
6896,596,0,1,42,7,0.0,2,1,1,121568.37
1187,765,0,0,50,9,126547.8,1,1,1,79579.94
2279,745,2,1,34,9,0.0,2,1,0,50046.25
8525,712,0,0,29,8,140170.61,1,1,1,38170.04
7217,553,0,1,41,1,0.0,2,1,0,90607.31
4242,526,1,1,50,5,124233.24,1,0,1,159456.87
8444,792,0,0,70,3,0.0,2,1,1,172240.27
6100,796,0,1,30,2,137262.71,2,1,0,62905.29
3740,649,0,1,45,7,0.0,2,0,1,75204.21
2251,677,2,0,25,8,130866.19,1,1,0,42410.21
3465,692,1,0,43,2,69014.49,2,0,0,164621.43
5732,538,2,1,40,8,0.0,2,1,1,25554.4
1665,749,0,1,42,1,129776.72,2,0,1,143538.51
4840,411,0,0,35,2,0.0,2,1,1,93825.78
5461,531,2,1,31,2,118899.45,2,0,0,41409.36
6098,570,1,0,57,5,86568.75,1,0,1,103660.31
4654,578,1,0,31,5,102088.68,4,0,0,187866.21
60,742,1,1,35,5,136857.0,1,0,0,84509.57
4887,620,0,1,37,0,107548.94,1,1,0,71175.94
244,523,2,1,34,7,0.0,2,1,0,62030.06
7773,636,1,1,67,7,136709.35,1,0,1,66753.1
1207,752,1,1,30,4,81523.38,1,1,1,36885.85
394,594,2,0,24,0,97378.54,1,1,1,71405.17
5060,577,0,0,35,4,108155.49,1,1,0,105407.79
1917,428,1,0,40,3,129248.11,2,1,0,72876.43
5089,688,1,1,45,9,103399.87,1,0,0,129870.93
9881,687,2,0,40,1,0.0,2,1,0,8207.36
9321,563,2,1,61,1,82182.1,1,1,0,106826.92
6774,656,0,0,48,9,0.0,2,1,1,85240.61
7059,669,1,0,35,4,108269.2,2,1,0,174969.92
8393,769,1,1,60,9,148846.39,1,1,0,192831.67
7929,828,0,1,30,4,73070.18,2,0,0,161671.15
9796,642,1,1,22,10,111812.52,2,1,1,183045.46
8241,565,0,1,32,9,0.0,2,1,0,5388.3
196,616,2,0,32,6,0.0,2,1,1,43001.46
917,646,0,0,45,3,47134.75,1,1,1,57236.44
1109,595,0,1,31,4,0.0,2,1,0,189995.86
4846,752,0,0,36,7,0.0,2,1,0,184866.86
9620,561,2,1,37,4,101470.29,1,0,1,88838.14
5295,706,1,0,29,6,185544.36,1,1,0,171037.63
3637,845,2,0,52,0,0.0,1,1,0,31726.76
5442,613,1,0,43,10,120481.69,1,0,0,94875.03
619,673,2,0,37,8,0.0,2,1,1,183318.79
4771,580,1,0,36,3,74974.89,1,1,1,12099.67
1438,504,1,1,56,9,104217.3,1,0,0,55857.48
5859,721,2,1,38,7,0.0,1,0,1,53534.8
4259,790,2,0,37,3,0.0,3,0,0,98897.32
3543,675,0,1,49,8,135133.39,1,0,1,179521.24
5347,649,2,1,32,1,0.0,1,0,1,91167.19
5772,665,0,1,35,8,110934.54,1,1,0,169287.99
4191,679,0,1,36,1,97234.58,1,1,0,188997.08
5638,729,0,0,38,7,0.0,2,0,0,45779.9
4506,597,2,0,66,3,0.0,1,1,1,70532.53
2875,545,2,0,33,7,173331.52,1,1,0,150452.88
5751,645,0,1,40,6,131411.24,1,1,1,194656.11
7449,698,0,0,37,2,166178.02,2,1,1,71972.95
8975,567,1,1,41,0,134378.89,1,1,1,105746.94
1936,728,1,0,33,9,150412.14,2,1,0,170764.08
7015,572,0,0,30,6,0.0,1,0,1,175025.27
9167,607,0,1,26,1,0.0,1,1,0,29818.2
667,503,0,1,29,3,0.0,2,1,1,143954.99
9852,501,2,1,43,6,104533.24,1,0,0,81123.59
3404,573,0,0,23,2,0.0,1,1,0,122964.18
1435,598,2,1,44,8,0.0,2,1,0,148487.9
1649,731,2,1,41,4,0.0,2,1,0,22299.27
2444,663,1,0,29,4,102714.65,2,0,0,21170.81
6819,568,2,1,39,5,0.0,2,1,1,129569.92
5860,453,0,0,37,4,131834.76,2,1,0,8949.2
897,621,0,0,40,6,0.0,1,1,0,155155.25
8233,633,2,0,33,4,92855.02,1,1,1,159813.18
5338,715,1,0,34,9,102277.52,1,0,0,177852.57
1686,682,2,1,36,5,0.0,2,1,1,147758.51
2663,542,2,1,32,2,131945.94,1,0,1,159737.56
2100,759,0,1,40,4,0.0,2,1,0,124615.59
9241,509,0,1,35,8,0.0,2,0,1,67431.28
6084,562,1,0,31,9,117153.0,1,1,1,108675.01
5212,742,1,1,55,5,155196.17,1,0,1,121207.66
1874,529,2,1,35,5,95772.97,1,1,1,112781.5
7345,719,0,1,49,5,105918.1,1,1,1,16246.59
4858,779,0,0,41,10,99786.2,1,1,0,86927.53
4581,572,0,0,47,2,0.0,2,1,0,36099.7
433,545,1,0,37,8,114754.08,1,1,0,136050.44
9497,684,0,0,25,1,0.0,2,0,1,144978.47
613,667,2,1,38,1,87202.38,1,1,1,77866.91
4210,437,2,1,28,2,109161.25,1,1,0,152987.42
9388,679,2,1,39,5,0.0,2,1,1,100060.54
3081,693,0,1,29,2,151352.74,1,0,0,197145.89
4559,528,1,0,62,7,133201.17,1,0,0,168507.68
8110,677,1,0,36,10,68806.84,1,1,0,33075.24
8297,584,0,0,35,2,114321.28,2,0,0,15959.01
5815,802,1,0,41,4,90757.64,2,0,1,169183.66
9515,639,2,1,38,9,130233.14,1,1,1,81861.1
8158,641,0,0,37,2,0.0,2,1,0,3939.87
8751,575,2,0,30,8,0.0,2,1,0,185341.63
6270,696,2,1,24,9,0.0,1,0,0,10883.52
4881,579,0,1,31,6,0.0,2,1,0,26149.25
2148,630,2,1,26,7,0.0,2,1,1,6656.64
3227,691,0,1,26,9,136623.19,1,1,0,153228.0
5312,712,2,0,48,8,0.0,2,1,0,183235.33
2271,665,1,1,25,5,153611.83,2,1,0,35321.65
7244,445,0,0,33,7,0.0,2,1,0,122625.68
2256,696,0,1,33,2,163139.27,1,1,1,7035.36
1895,776,0,0,29,7,178171.04,2,1,1,115818.51
7731,638,1,1,42,8,145177.84,1,1,0,193471.74
9347,660,2,0,36,0,84438.57,1,1,1,181449.51
1551,730,2,0,52,7,0.0,2,0,1,122398.84
1081,461,2,0,35,8,0.0,1,1,0,132295.95
3448,560,2,0,31,5,125341.69,1,1,0,79547.39
5792,562,0,1,38,5,0.0,1,1,0,115700.2
6287,690,2,1,32,2,76087.98,1,0,1,151822.66
6017,487,0,0,34,2,96019.5,1,0,0,9085.0
5382,724,0,0,40,6,110054.45,1,1,1,86950.72
3554,658,2,1,36,1,0.0,2,0,1,84927.42
9715,680,2,0,34,7,0.0,2,1,0,98949.85
1770,725,2,0,36,4,118520.26,1,0,0,131173.9
3104,526,1,1,31,5,145537.21,1,1,0,132404.64
4055,452,0,0,60,6,121730.49,1,1,1,142963.29
657,601,1,0,54,1,131039.97,2,1,1,199661.5
9259,800,0,0,40,3,75893.11,2,1,0,132562.23
256,727,0,1,34,10,0.0,2,1,1,198637.34
4699,844,2,1,56,5,99529.7,1,0,1,157230.06
3897,508,1,0,41,5,82161.7,2,1,0,187776.49
143,793,2,1,52,2,0.0,1,1,0,159123.82
4079,583,0,0,31,4,158978.79,1,1,0,12538.92
8278,709,0,0,36,8,0.0,2,1,1,69676.55
2070,719,0,0,42,4,0.0,1,1,0,28465.86
1781,793,2,0,36,0,0.0,1,0,0,148993.47
1635,516,0,0,33,7,127305.5,1,1,1,120037.36
6754,627,2,0,28,3,157597.61,1,0,1,34097.22
9799,653,0,1,46,0,119556.1,1,1,0,78250.13
2994,625,0,0,39,3,130786.92,1,0,1,121316.07
9595,597,0,1,61,5,0.0,2,1,1,81299.17
7958,686,0,1,34,6,146178.13,2,1,1,88837.11
9085,690,0,0,42,5,0.0,2,0,1,120512.08
232,512,0,0,37,1,0.0,2,0,1,156105.03
2999,525,0,1,33,1,112833.35,1,0,1,175178.56
7448,691,2,1,36,7,129934.64,1,0,0,75664.56
3183,636,0,1,43,6,0.0,2,1,0,43128.95
5274,622,0,1,43,8,0.0,2,1,0,100618.17
3919,763,2,0,39,7,0.0,2,1,0,19458.75
8073,777,1,0,34,5,96693.66,1,1,1,172618.52
3808,701,1,1,41,0,150844.94,1,0,1,127623.36
8615,658,0,0,39,4,0.0,1,1,1,147530.06
4997,722,2,1,43,1,0.0,1,1,0,44560.17
1259,559,1,0,36,1,104356.94,2,0,1,54184.06
588,526,0,1,36,1,0.0,1,1,0,160696.72
4757,743,2,0,36,8,92716.96,1,1,1,33693.78
9854,681,2,0,37,6,121231.39,1,1,1,146366.08
4375,850,1,1,41,8,60880.68,1,1,0,31825.84
5000,834,1,0,68,9,130169.27,2,0,1,93112.2
2134,713,0,1,44,1,63438.91,1,1,0,64375.4
8937,731,0,1,31,1,132512.26,1,1,1,185466.85
7846,557,0,0,27,3,87739.08,1,1,1,123096.56
7188,708,0,0,34,4,0.0,1,1,1,62868.33
7562,685,0,1,33,6,0.0,1,1,0,58458.26
6840,563,0,1,30,7,90727.79,1,1,0,122268.75
8880,560,0,1,49,4,0.0,1,1,1,100075.1
2534,717,1,0,35,5,103214.71,1,1,0,172172.7
7398,453,1,0,40,1,111524.49,1,1,1,120373.84
2591,634,1,1,38,2,148430.55,1,1,1,56055.72
2758,624,0,1,36,6,0.0,2,0,0,84635.64
9834,516,0,0,46,6,62212.29,1,0,1,171681.86
